Brand,Model,Year,Mileage,Engine,Fuel_type,Transmission,Ext_col,Int_col,Accident,Clean_title,Price
Maserati,Ghibli S Q4,2017,53500,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Black,Gray,None reported,Yes,28700
Hyundai,Kona EV SEL,2022,9400,201.0HP Electric Motor Electric Fuel System,,1-Speed A/T,Black,Red,None reported,Yes,31999
BMW,435 i,2014,86500,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,Silver,None reported,Yes,20900
Mercedes-Benz,GL-Class GL 450,2011,148000,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,Black,At least 1 accident or damage reported,Yes,9900
GMC,Sierra 1500 SLE,2014,100080,285.0HP 4.3L V6 Cylinder Engine Flex Fuel Capability,E85 Flex Fuel,6-Speed A/T,Gray,White,None reported,Yes,22989
Dodge,Challenger SRT Demon,2018,2620,808.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Black,Black,,,155700
BMW,X5 PHEV xDrive45e,2023,3099,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,Plug-In Hybrid,8-Speed A/T,Black,Black,None reported,Yes,74995
Dodge,Durango R/T,2020,78000,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,29500
Ferrari,488 Spider Base,2019,9005,3.9L V8 32V GDI DOHC Twin Turbo,Gasoline,7-Speed Automatic with Auto-Shift,–,White,None reported,,319900
Ford,Bronco Sport Big Bend,2022,16700,181.0HP 1.5L 3 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Black,Blue,None reported,Yes,31000
Honda,Civic LX,2015,51300,143.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Gasoline,5-Speed M/T,Black,Black,None reported,Yes,17500
Ford,Shelby GT350 Base,2018,8237,526.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed M/T,Black,Gray,None reported,Yes,62900
Volkswagen,Jetta S,2010,99000,170.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,Gray,At least 1 accident or damage reported,Yes,6000
Mazda,CX-5 Grand Touring,2021,62377,2.5L I4 16V,Gasoline,6-Speed Automatic,Black,Jet Black Mica,None reported,Yes,26288
Jeep,Wrangler Rubicon,2009,130000,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed M/T,Gray,Black,None reported,Yes,15500
Ford,F-250 XLT,2016,94300,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,E85 Flex Fuel,6-Speed A/T,Gray,Silver,At least 1 accident or damage reported,Yes,28999
Tesla,Model Y Performance,2022,24115,455.0HP Electric Motor Electric Fuel System,,A/T,White,Gray,None reported,Yes,46500
BMW,528 i,2016,82000,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Black,Silver,At least 1 accident or damage reported,Yes,16995
Kia,Rio S,2021,67686,120.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,Silver,None reported,Yes,15700
Tesla,Model S 85,2014,96800,362.0HP Electric Motor Electric Fuel System,,A/T,Black,Blue,None reported,Yes,28450
Jeep,Wrangler Sport,1997,131000,181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,Gasoline,5-Speed M/T,Gray,Green,At least 1 accident or damage reported,Yes,5500
Tesla,Model 3 Standard Range,2020,23097,271.0HP Electric Motor Electric Fuel System,,A/T,Black,Black,None reported,Yes,29900
Ferrari,GTC4Lusso T,2018,31000,602.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Red,White,None reported,Yes,197499
BMW,X5 M50i,2021,28898,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Orange,Black,None reported,Yes,71000
Mazda,MX-5 Miata RF Club,2022,7250,181.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed M/T,Black,Gray,None reported,Yes,35619
Ford,F-250 XLT,2014,59459,400.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Diesel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,40999
Jeep,Wrangler Sahara,2012,78000,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Gasoline,5-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,22000
RAM,1500 Laramie,2021,24213,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Black,White,None reported,Yes,46500
RAM,1500 Laramie,2020,21165,5.7L V8 16V MPFI OHV,Gasoline,8-Speed Automatic,Black,Bright White Clearcoat,None reported,,46105
GMC,Yukon Denali,2016,107750,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Black,Black,None reported,Yes,35500
Ford,F-150 Lariat,2016,117000,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,White,None reported,Yes,26500
Chevrolet,Corvette Base,2006,39132,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Gasoline,Transmission w/Dual Shift Mode,Beige,Red,None reported,Yes,35000
BMW,Z4 2.5i,2004,94500,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,Gasoline,5-Speed M/T,Black,Gray,None reported,Yes,9000
Subaru,Crosstrek 2.0i Premium,2017,50011,148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Beige,Red,At least 1 accident or damage reported,Yes,21495
Lexus,GX 470 Base,2004,215000,235.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Gasoline,5-Speed A/T,Beige,White,At least 1 accident or damage reported,Yes,7350
RAM,1500 Laramie,2022,16616,5.7L V8 16V MPFI OHV,Gasoline,8-Speed Automatic,Black,Diamond Black,None reported,,45999
Ford,F-150 XLT,2022,33818,5.0L V8 32V PDI DOHC,Gasoline,Automatic,Black,Agate Black Metallic,None reported,Yes,46552
Jeep,Wagoneer Series III,2022,9099,5.7L V8 16V MPFI OHV,Gasoline,8-Speed Automatic,Global Black,Velvet Red Pearlcoat,None reported,Yes,68362
Volkswagen,GTI Base,2008,95798,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed M/T,Black,White,None reported,Yes,9850
Mercedes-Benz,AMG GLE AMG GLE 63 S-Model 4MATIC,2016,35943,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Gasoline,7-Speed A/T,White,Black,None reported,Yes,51700
Mazda,Mazda6 iSport VE,2008,106000,156.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Gasoline,5-Speed A/T,Beige,Black,None reported,Yes,4300
Kia,Telluride EX X-Line,2023,10400,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Green,Green,None reported,Yes,48000
Chevrolet,Tahoe LT,2022,2894,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Gasoline,10-Speed A/T,Beige,Blue,None reported,Yes,63900
Dodge,Durango GT,2022,15592,3.6L V6 24V MPFI DOHC,Gasoline,8-Speed Automatic,Black,DB Black Clearcoat,None reported,Yes,39985
Mercedes-Benz,AMG C 63 Base,2020,33548,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Gasoline,9-Speed A/T,Black,Silver,None reported,Yes,57999
BMW,320 i xDrive,2016,185000,180.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Beige,Black,At least 1 accident or damage reported,Yes,7500
Porsche,Macan GTS,2023,6483,2.9L V6 24V GDI DOHC Twin Turbo,Gasoline,7-Speed Automatic with Auto-Shift,Black,Chalk,None reported,,96900
Honda,Pilot EX-L,2020,28886,3.5L V6 24V GDI SOHC,Gasoline,6-Speed Automatic,Gray,Gray,,,35645
Mercedes-Benz,GLE 350 Base,2020,26293,2.0 Liter Turbo,Gasoline,Automatic,Macchiato/Magmagrey,designo Diamond White Bright,None reported,,49998
Chevrolet,Camaro 2SS,2017,62000,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Gasoline,Transmission w/Dual Shift Mode,Black,Blue,None reported,Yes,34500
Jaguar,XF 35t Prestige,2017,101453,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Beige,White,At least 1 accident or damage reported,Yes,18500
RAM,3500 Laramie,2013,106385,385.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,Diesel,6-Speed A/T,Black,White,At least 1 accident or damage reported,Yes,42900
BMW,335 is,2012,86629,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Gasoline,7-Speed A/T,Red,White,None reported,Yes,20995
Audi,S6 4.0T Premium Plus,2018,61258,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Gasoline,7-Speed A/T,Black,White,None reported,Yes,49999
Chrysler,300 S,2014,121500,363.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Gasoline,5-Speed A/T,Black,Blue,None reported,Yes,15999
GMC,Sierra 1500 AT4,2022,100,277.0HP 3.0L Straight 6 Cylinder Engine Diesel Fuel,Diesel,10-Speed A/T,Black,White,None reported,Yes,62499
Chrysler,200 C,2015,170000,295.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,E85 Flex Fuel,9-Speed A/T,Black,Silver,At least 1 accident or damage reported,Yes,5995
Ford,F-150 XLT SuperCab,2010,232000,292.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Gray,Blue,None reported,Yes,3000
MINI,Cooper S Base,2006,95000,168.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed M/T,–,Gray,None reported,Yes,12500
Toyota,Venza XLE,2013,103466,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Gray,White,At least 1 accident or damage reported,Yes,14200
Toyota,Camry Hybrid Base,2011,133121,147.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,Hybrid,A/T,White,White,At least 1 accident or damage reported,Yes,7900
Chevrolet,Tahoe LT,2012,162731,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,E85 Flex Fuel,A/T,Gray,Brown,None reported,Yes,14500
Mercedes-Benz,CLS-Class CLS 63 AMG S-Model 4MATIC,2014,64500,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Gasoline,7-Speed A/T,Black,Silver,,,37500
Ford,Shelby GT500 Base,2021,568,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Gasoline,7-Speed A/T,Black,Orange,None reported,Yes,90788
Lexus,RX 300 4WD,1999,249083,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Beige,Red,At least 1 accident or damage reported,Yes,3500
Porsche,Macan S,2015,80300,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Gasoline,7-Speed A/T,Beige,Gray,None reported,Yes,23999
Ford,F-150 XLT SuperCab,2004,187000,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Beige,Beige,None reported,Yes,6299
Subaru,Outback 2.5 i Special Edition,2009,181870,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,Black,None reported,Yes,6500
GMC,Sierra 2500 AT4,2022,22600,6.6L V8 32V DDI OHV Turbo Diesel,Diesel,Automatic,Jet Black,Ebony Twilight Metallic,,,76740
BMW,X5 xDrive40i,2020,37000,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,50000
Porsche,Taycan Base,2022,9728,375.0HP Electric Motor Electric Fuel System,,A/T,Beige,White,None reported,Yes,89000
Lexus,GX 470 Base,2006,152000,263.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Gray,Blue,At least 1 accident or damage reported,Yes,13995
Ford,F-150 Heritage XL SuperCab Flareside,2004,60260,380.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,Gasoline,4-Speed A/T,Gray,Blue,At least 1 accident or damage reported,Yes,30500
Mazda,MazdaSpeed Miata MX-5 Base,2004,33362,178.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed M/T,Black,Silver,At least 1 accident or damage reported,Yes,17599
GMC,Acadia Denali,2021,47907,3.6L V6 24V GDI DOHC,Gasoline,9-Speed Automatic,Jet Black,Ebony Twilight Metallic,None reported,Yes,38436
Mercedes-Benz,Metris Base,2016,17340,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,White,None reported,Yes,29000
Cadillac,DeVille Base,1994,85000,–,–,A/T,Blue,White,None reported,Yes,7900
Ford,Expedition EL XLT,2011,195500,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,E85 Flex Fuel,6-Speed A/T,Beige,White,None reported,Yes,8999
Chevrolet,Monte Carlo SS,2000,74000,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Gasoline,4-Speed A/T,–,Red,None reported,Yes,4700
RAM,1500 Big Horn,2015,140500,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Gray,Red,At least 1 accident or damage reported,Yes,14000
Jeep,Commander Base,2006,212500,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Gray,Black,None reported,Yes,6500
Lexus,IS-F Base,2010,77400,416.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Red,White,At least 1 accident or damage reported,Yes,34500
Ford,Utility Police Interceptor Base,2017,118000,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed A/T,Black,Black,None reported,Yes,15000
Porsche,Carrera GT Base,2005,4400,605.0HP 5.7L 10 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed M/T,Black,Gray,None reported,Yes,1599000
Cadillac,Escalade ESV Luxury,2016,146200,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Beige,White,None reported,Yes,24500
Tesla,Model Y Performance,2020,39000,455.0HP Electric Motor Electric Fuel System,,1-Speed A/T,Black,Silver,None reported,Yes,43000
Chevrolet,Avalanche 1500 LS,2005,130000,295.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,E85 Flex Fuel,A/T,Gray,Red,None reported,Yes,7200
Ford,F-150 Lariat,2021,33080,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Gasoline,10-Speed A/T,Black,White,None reported,Yes,47850
Mercedes-Benz,GLB 250 Base 4MATIC,2023,1219,2.0L I4 16V GDI DOHC Turbo,Gasoline,Automatic,Classic Red,Midnight Black,None reported,,46479
Jeep,Wrangler Sport,2016,41000,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Gasoline,5-Speed A/T,Black,White,None reported,Yes,25000
Nissan,350Z Touring,2004,110897,287.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed M/T,Orange,Black,At least 1 accident or damage reported,Yes,11500
Chevrolet,Corvette Z06,2016,49000,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Gasoline,7-Speed M/T,–,Orange,None reported,Yes,75000
Pontiac,Solstice GXP,2007,47000,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gasoline,5-Speed M/T,Black,Black,None reported,Yes,13300
Hyundai,Sonata SE,2018,57690,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,15900
Mercedes-Benz,SLS AMG Base,2012,17941,6.2L V8 32V MPFI DOHC,Gasoline,7-Speed Automatic with Auto-Shift,Red,Iridium Silver Metallic,None reported,Yes,226000
Lincoln,Navigator Reserve,2018,54000,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,10-Speed A/T,Orange,Brown,At least 1 accident or damage reported,Yes,46500
Nissan,Maxima SL,2007,101600,255.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,Silver,None reported,Yes,6700
Ford,Ranger XLT,2021,89000,270.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Gasoline,10-Speed A/T,Black,Black,None reported,Yes,34000
Tesla,Model 3 Long Range,2021,18000,Electric Motor Electric Fuel System,,A/T,Black,Black,None reported,Yes,42500
Jaguar,XE 35t Premium,2017,55000,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,Gray,None reported,Yes,25000
Lincoln,MKZ Reserve,2017,71964,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed A/T,Black,Blue,None reported,Yes,18750
Cadillac,Escalade ESV Platinum,2020,92000,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,Black,None reported,Yes,50000
Ford,Fusion SE,2012,160000,240.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,E85 Flex Fuel,A/T,Black,Gray,None reported,Yes,4500
Mercedes-Benz,E-Class E 350,2012,95816,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,7-Speed A/T,Beige,White,None reported,Yes,12000
Jeep,Wrangler Unlimited Sport,2014,132600,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Gasoline,5-Speed A/T,–,White,At least 1 accident or damage reported,Yes,17000
Cadillac,DeVille Base,1994,47000,–,–,A/T,Blue,White,None reported,Yes,5990
Jeep,Wrangler Sport,2010,149460,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Gasoline,4-Speed A/T,Black,Black,None reported,Yes,10700
Jeep,Wrangler Sport,2011,109646,3.8L V6 12V MPFI OHV,Gasoline,4-Speed Automatic,Black,Mango Tango Pearlcoat,None reported,,16998
Acura,MDX 3.5L w/Technology Package,2019,90605,3.5 Liter,Gasoline,Automatic,Parchment,White,None reported,,27698
Volkswagen,Jetta 1.4T S,2019,59000,147.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,Gray,None reported,Yes,17000
Chevrolet,Camaro Z28,2002,48000,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,White,None reported,Yes,21999
Chevrolet,Corvette Z06,2016,41500,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Gasoline,7-Speed M/T,Black,White,None reported,Yes,66000
Porsche,Cayman R,2012,54000,330.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,Gasoline,7-Speed A/T,Gray,Black,None reported,Yes,75000
Porsche,Cayenne Base,2018,70455,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Black,White,None reported,Yes,45855
Subaru,Crosstrek 2.0i Limited,2018,84054,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gasoline,CVT Transmission,Black,Gray,None reported,Yes,21499
BMW,750 Li,2007,114528,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,Black,None reported,Yes,9000
Jeep,Wrangler Sahara,2013,111850,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,Red,At least 1 accident or damage reported,Yes,26500
GMC,Sierra 2500 AT4,2020,52673,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,Diesel,6-Speed A/T,Beige,Black,None reported,Yes,69500
BMW,X3 M AWD,2021,31500,473.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Black,Black,None reported,Yes,54500
BMW,335 i,2011,73000,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Gasoline,Transmission w/Dual Shift Mode,Beige,Red,None reported,Yes,16000
Jeep,Wrangler Unlimited Sahara,2019,59692,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Black,Gray,None reported,Yes,35900
Toyota,Corolla S Plus,2016,68364,132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Gasoline,Transmission w/Dual Shift Mode,Black,White,None reported,Yes,16000
Land,Rover Discovery HSE LUXURY,2017,47200,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Beige,Black,At least 1 accident or damage reported,Yes,29000
Mercedes-Benz,E-Class E 450 4MATIC,2021,18000,362.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Hybrid,9-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,62000
Ford,Fusion Hybrid Base,2012,158366,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,Hybrid,A/T,Black,Gray,At least 1 accident or damage reported,Yes,8250
BMW,X1 xDrive 28i,2017,49700,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Black,Blue,None reported,Yes,26000
GMC,Terrain SLE,2010,81500,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Gray,Brown,None reported,Yes,12250
BMW,i3 120Ah w/Range Extender,2019,16975,170.0HP 0.65L Electric Motor Electric Fuel System,,A/T,Black,Black,None reported,Yes,26990
Porsche,911 GT3,2018,5989,"4L H-6 gasoline direct injection, DOHC, VarioCam Plus variable v",Gasoline,"Manual, 6-Spd",BLACK,GT SILVER,None reported,,209000
Ford,Mustang SVT Cobra,2003,16100,390.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Gasoline,M/T,Beige,Red,None reported,Yes,35500
Land,Rover Range Rover Supercharged LWB,2020,54225,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Gasoline,A/T,White,White,None reported,Yes,67500
RAM,2500 Big Horn,2016,89500,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Gray,Black,None reported,Yes,35000
Ford,E250 Cargo,2013,87501,225.0HP 4.6L 8 Cylinder Engine Flex Fuel Capability,E85 Flex Fuel,4-Speed A/T,Gray,White,At least 1 accident or damage reported,Yes,17777
MINI,Countryman Cooper S ALL4,2018,12370,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Black,Blue,None reported,Yes,28900
RAM,1500 Classic Tradesman,2019,12466,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Gray,Gray,None reported,Yes,28995
Volvo,C70 T5,2011,199000,227.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Gasoline,Transmission w/Dual Shift Mode,Beige,Red,At least 1 accident or damage reported,Yes,5500
Mercedes-Benz,SL-Class SL600 Roadster,2007,78200,510.0HP 5.5L 12 Cylinder Engine Gasoline Fuel,Gasoline,5-Speed A/T,Brown,Black,At least 1 accident or damage reported,Yes,22999
Toyota,Camry Hybrid XLE,2018,22000,208.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,Hybrid,A/T,Beige,White,None reported,Yes,29500
GMC,Acadia SLE-2,2016,100795,3.6L V6 24V GDI DOHC,Gasoline,6-Speed Automatic,Ebony,White Frost Tri-Coat,At least 1 accident or damage reported,Yes,12995
Chevrolet,Impala 1LT,2019,99941,3.6L V6 24V GDI DOHC,Gasoline,6-Speed Automatic,Jet Black,Silver Ice Metallic,None reported,Yes,17816
Jeep,Grand Cherokee L Laredo,2021,23588,3.6L V6 24V MPFI DOHC,Gasoline,8-Speed Automatic,Global Black,Metallic,,,38633
Jeep,Liberty Sport,2003,103000,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Gray,Black,None reported,Yes,5200
Jaguar,XF Luxury,2009,91491,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed A/T,Beige,Blue,None reported,Yes,7000
Honda,Civic Sport,2020,23131,2.0L I4 16V MPFI DOHC,Gasoline,Automatic CVT,Black,Crystal Black Pearl,At least 1 accident or damage reported,,23739
Subaru,Outback 2.5i Premium,2019,77000,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Gasoline,CVT Transmission,Gray,Gray,At least 1 accident or damage reported,Yes,18749
Land,Rover Range Rover Sport HSE Dynamic,2019,20500,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,White,White,None reported,Yes,76000
Tesla,Model Y Long Range,2022,500,425.0HP Electric Motor Electric Fuel System,,A/T,Black,White,None reported,Yes,45900
Lexus,ES 350 Base,2019,49810,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,33900
Honda,CR-V Touring,2022,20229,1.5L I4 16V GDI DOHC Turbo,Gasoline,Automatic CVT,Black,Black,None reported,,36727
Alfa,Romeo Giulia Quadrifoglio,2021,10558,505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Black,White,None reported,Yes,75000
BMW,330 i,2005,59300,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Gasoline,M/T,Black,Red,None reported,Yes,30900
Maybach,Type 57 Base,2004,34254,543.0HP 5.5L 12 Cylinder Engine Gasoline Fuel,Gasoline,5-Speed A/T,–,Brown,None reported,Yes,64250
Lexus,ES 250 Base,2021,24364,2.5 Liter,Gasoline,Automatic,Chateau,Eminent White Pearl,None reported,,37998
Mercedes-Benz,Sprinter 2500,2016,139200,161.0HP 2.1L 4 Cylinder Engine Diesel Fuel,Diesel,A/T,Black,White,At least 1 accident or damage reported,Yes,22000
Mercedes-Benz,E-Class E 350,2012,82046,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,7-Speed A/T,Beige,Black,None reported,Yes,13999
